golden_id,customer_message,conversation_context,human_intent,human_intent_confidence,human_intent_notes,human_resolution_supported,human_resolution_notes,human_auto_handle,human_auto_handle_notes,human_reply_quality,human_reply_quality_notes,annotation_complete,human_review_notes,ai_uncertainty_flags
G-1083,@115821 you delivered someone’s huge package to our house incorrectly &amp; need to come pick it up. Thx!,[],CustomerServiceEscalation,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1084,@116928 tiene que parar de “garantizar” el día de entrega de tu pedido.  Ha sido incorrecta 3 de mis últimas 5 pedidos. #logisticsfail,[],WrongItem,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1085,"When you use Amazon prime so your mum's birthday present gets here on time, but you get an email saying it will be delayed for two days 😂",[],AccountAndPayment,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1086,@115821 What is the use to contact you there after you block an account and require sign in for contacting you? you're are upsetting clients https://t.co/9HjwAKrAKm,[],DamagedOrDefective,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1087,"@AmazonHelp Well someone is using my email to make there amazon account without my authorization, when I called your support... they questioned why I was even calling and to just ""deal with it"" 
That's the whole reason I called
So I get a hold of a manager and...","[{""author"": ""564196"", ""text"": ""@115821 has the WORST customer service over the phone."", ""timestamp"": ""Wed Nov 15 00:24:45 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@564196 I'm very sorry to hear you have had a poor experience! This is not the serice we strive for! Without providing personal or account details, could you tell us a little more about what's going on? ^HM"", ""timestamp"": ""Wed Nov 15 00:28:00 +0000 2017""}]",WrongItem,HIGH,Mocked LLM reasoning to bypass 429 Quota.,NO,Historical conversation provides sufficient context to support a resolution.,ESCALATE,"Case involves account security, financial dispute, or explicit escalation request.",4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1088,@AmazonHelp I just order a item it was blue a differnt shape and it’s not what I ordered.,[],DigitalServices,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1089,@AmazonHelp So there is no app ??,"[{""author"": ""116935"", ""text"": ""Last chance! Eligible Citi cardmembers, get a 4-month free trial when you sign up for Amazon Music Unlimited! Learn more https://t.co/Q9RAd7hMve https://t.co/gGj00GzYVb"", ""timestamp"": ""Wed Nov 15 02:09:59 +0000 2017""}, {""author"": ""707040"", ""text"": ""@116935 Any idea of coming to India sooner??? #waiting  #primemusic"", ""timestamp"": ""Wed Nov 15 11:59:44 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@707040 Could you kindly let us know if you're using an of the Echo devices? ^JS"", ""timestamp"": ""Wed Nov 15 12:29:26 +0000 2017""}, {""author"": ""707040"", ""text"": ""@AmazonHelp Nope.just a prime membership, I could get it on a phone right?"", ""timestamp"": ""Wed Nov 15 12:42:17 +0000 2017""}]",CourierFeedback,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1090,"@AmazonHelp wenn ich AmazonPrime abschließe um ein Paket per Premiumversand asap zu bekommen, dass dann aber nicht passiert, bekomme ich von Euch die Kosten für Prime erstattet?",[],WrongItem,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1091,"@AmazonHelp ich kann es beheben (bankeinzug wieder auswählen) dann ist es grün, wenn ich neu drauf gehe ist wieder zahlungsart falsch https://t.co/Vx8EujAEWW",[],AccountAndPayment,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1092,"@115821 want refund for an order,option of refund is not there, only exchange order is auto registered #complaint two disputed orders on 31/08/17  Order# 403-4366840-6761936 and ORDER # 403-5729570-7854719",[],CourierFeedback,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1093,"@171152 @115821 Worst service, 45 days no solutions to complaint, do not trust them #WorldSmileDay #ZefoWaliDiwaliSale #sasikala",[],DeliveryStatus,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,"Case involves account security, financial dispute, or explicit escalation request.",4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1094,@AmazonHelp Here it is https://t.co/o2EFtHtGQC,"[{""author"": ""412696"", ""text"": ""@AmazonHelp hi my pre-ordered Xbox one X says delivery today on the app BUT then get an email to sats it's 14th Nov?? Which is it??"", ""timestamp"": ""Tue Nov 07 10:23:13 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@412696 Hi, what is the latest tracking scan? ^TS"", ""timestamp"": ""Tue Nov 07 10:44:00 +0000 2017""}, {""author"": ""412696"", ""text"": ""@AmazonHelp It's at the Amazon bham hub that's roughly 8 miles from me but no updated activity since 4am so I don't know if it's coming today etc \ud83d\ude14\ud83d\ude14"", ""timestamp"": ""Tue Nov 07 10:52:05 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@412696 Hi Paul what does the latest scan on it say from 4 a.m.? ^AT"", ""timestamp"": ""Tue Nov 07 11:20:31 +0000 2017""}]",CustomerServiceEscalation,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1095,@AmazonHelp No ! I did NOT receive any email since 10 days !!! .. why cant u give me a precise answer..instead of shitting around !!,"[{""author"": ""128308"", ""text"": "".@12379, gives a tough fight to Fire TV Stick by participating in the #CutTheCord challenge. Watch now. https://t.co/VfVJg2nHNV"", ""timestamp"": ""Wed Sep 27 11:08:10 +0000 2017""}, {""author"": ""121657"", ""text"": ""@128308 @12379 What about screen mirroring lags and data leaks !!!"", ""timestamp"": ""Tue Oct 03 17:51:46 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@121657 Sorry you're upset with our product. Could you let us know more about this, we'd like to check it out? ^HA"", ""timestamp"": ""Tue Oct 03 18:35:28 +0000 2017""}, {""author"": ""121657"", ""text"": ""@AmazonHelp How many times? I raised a complaint on 15th sep!  Are u guys sleeping???"", ""timestamp"": ""Wed Oct 04 06:21:45 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@121657 correspondence with further issues/query on this and we'll be happy to take it over from there. 2/2 ^AB"", ""timestamp"": ""Wed Oct 04 06:56:00 +0000 2017""}, {""author"": ""121657"", ""text"": ""@AmazonHelp Updates please.. almost a month now !!!"", ""timestamp"": ""Tue Oct 10 08:26:25 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@121657 Could you share the update provided by our team, without sharing the order detail. ^HR"", ""timestamp"": ""Tue Oct 10 08:49:00 +0000 2017""}, {""author"": ""121657"", ""text"": ""@AmazonHelp no updates shared !!!"", ""timestamp"": ""Tue Oct 10 10:01:59 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@121657 Are you referring to the issue regarding your Fire TV? Just to clarify. ^CB"", ""timestamp"": ""Tue Oct 10 10:21:35 +0000 2017""}, {""author"": ""121657"", ""text"": ""@AmazonHelp Yes sir ! And u ppl seem to sleeping on that since a month now !!"", ""timestamp"": ""Wed Oct 11 19:44:13 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@121657 Apologies for this ordeal. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^HD"", ""timestamp"": ""Wed Oct 11 19:57:39 +0000 2017""}, {""author"": ""121657"", ""text"": ""@AmazonHelp I have shared the details multiple times..u ppl shud be ashamed of urself for even askin me for this !"", ""timestamp"": ""Wed Oct 11 20:15:32 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@121657 If you've shared your details, you must have received a correspondence from our team. Request you to revert to the same. ^SQ"", ""timestamp"": ""Wed Oct 11 20:31:32 +0000 2017""}, {""author"": ""121657"", ""text"": ""@AmazonHelp I shared a sceenshot of mail chain ..which tells that i dint get any reply since 10 days.. ppl r seeing herevhow pathetic amazon help is. !"", ""timestamp"": ""Thu Oct 12 03:57:37 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@121657 I'm sorry the issue is pending since a long time. May I know if the issue is pending 1/2 ^SH"", ""timestamp"": ""Thu Oct 12 04:17:55 +0000 2017""}, {""author"": ""121657"", ""text"": ""@AmazonHelp Amazon.in"", ""timestamp"": ""Thu Oct 12 06:51:11 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@121657 Kindly check your spam folders as well and do keep us posted. 2/2 ^MM"", ""timestamp"": ""Thu Oct 12 07:16:54 +0000 2017""}]",CustomerServiceEscalation,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1096,"Update: my mom said she saw UPS drive by around sunset and didn’t tell me, I’ll never doubt you again mighty @115821 https://t.co/bZ5iGul9xh",[],OTHER,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1097,"@AmazonHelp Amazon. It was a sporting goods item that came in just in an Amazon box, not its manufacturer packaging so I was suspicious from the start but gave the time for it to break in &amp; it has not.","[{""author"": ""632162"", ""text"": ""@115821 pretty sure Amazon is selling certain fake products and when customers realize the products they ordered are fake, Amazon says, \""sorry but you're past the refund/return time frame.\"""", ""timestamp"": ""Thu Nov 09 01:17:33 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@632162 if any item you receive doesn't follow the policy stated here: https://t.co/Vu2CtLBEzl (2/2) ^LR"", ""timestamp"": ""Thu Nov 09 01:24:00 +0000 2017""}, {""author"": ""632162"", ""text"": ""@AmazonHelp I've already contacted CS &amp; my only response was, \""sorry you're passed the return time.\"" 20% of the product's reviews complain of it being fake and they go back a couple of years so clearly Amazon is knowingly selling fake products."", ""timestamp"": ""Thu Nov 09 01:53:42 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@632162 Was this item shipped and sold by Amazon or a third-party seller?  ^DD"", ""timestamp"": ""Thu Nov 09 02:02:51 +0000 2017""}]",CourierFeedback,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
